uniqueid,game,firstPlayer,choice1,choice2,phase,rating
68,coordination1,column,B,A,rangeProb1,84
68,coordination0,row,A,A,rangeProb1,50
68,pd0,column,A,A,rangeProb1,95
68,pd3,column,B,B,rangeProb1,37
68,disjunctive3,row,B,B,rangeProb1,4
68,disjunctive0,row,A,A,rangeProb1,83
68,threat0,row,A,A,rangeProb1,50
68,threat3,row,B,B,rangeProb1,10
68,threat1,row,A,B,rangeProb1,59
68,singleControl1,column,B,A,rangeProb1,18
68,singleControl0,column,A,A,rangeProb1,88
69,disjunctive3,row,B,B,rangeProb1,0
69,disjunctive0,column,A,A,rangeProb1,94
69,threat3,row,B,B,rangeProb1,8
69,threat0,row,A,A,rangeProb1,94
69,threat1,row,A,B,rangeProb1,100
69,coordination0,row,A,A,rangeProb1,63
69,coordination1,row,A,B,rangeProb1,77
69,pd0,row,A,A,rangeProb1,79
69,pd3,row,B,B,rangeProb1,51
69,singleControl1,row,A,B,rangeProb1,100
69,singleControl0,column,A,A,rangeProb1,53
72,threat3,column,B,B,rangeProb1,21
72,threat0,column,A,A,rangeProb1,95
72,threat1,row,A,B,rangeProb1,100
72,singleControl1,row,A,B,rangeProb1,50
72,singleControl0,column,A,A,rangeProb1,96
72,coordination0,column,A,A,rangeProb1,50
72,coordination1,row,A,B,rangeProb1,50
72,disjunctive0,column,A,A,rangeProb1,97
72,disjunctive3,row,B,B,rangeProb1,25
72,pd3,row,B,B,rangeProb1,0
72,pd0,column,A,A,rangeProb1,100
73,singleControl0,column,A,A,rangeProb1,100
73,singleControl1,column,B,A,rangeProb1,0
73,pd0,row,A,A,rangeProb1,78
73,pd3,row,B,B,rangeProb1,6
73,threat0,column,A,A,rangeProb1,96
73,threat1,row,A,B,rangeProb1,72
73,threat3,row,B,B,rangeProb1,18
73,coordination0,row,A,A,rangeProb1,57
73,coordination1,column,B,A,rangeProb1,59
73,disjunctive3,row,B,B,rangeProb1,24
73,disjunctive0,column,A,A,rangeProb1,79
74,coordination0,column,A,A,rangeProb1,54
74,coordination1,column,B,A,rangeProb1,38
74,threat3,column,B,B,rangeProb1,34
74,threat0,column,A,A,rangeProb1,93
74,threat1,row,A,B,rangeProb1,78
74,pd3,column,B,B,rangeProb1,0
74,pd0,column,A,A,rangeProb1,81
74,singleControl0,column,A,A,rangeProb1,71
74,singleControl1,column,B,A,rangeProb1,0
74,disjunctive3,row,B,B,rangeProb1,87
74,disjunctive0,column,A,A,rangeProb1,26
75,pd0,row,A,A,rangeProb1,64
75,pd3,row,B,B,rangeProb1,21
75,coordination1,column,B,A,rangeProb1,84
75,coordination0,row,A,A,rangeProb1,62
75,threat3,row,B,B,rangeProb1,16
75,threat0,row,A,A,rangeProb1,92
75,threat1,column,B,A,rangeProb1,24
75,disjunctive3,row,B,B,rangeProb1,50
75,disjunctive0,row,A,A,rangeProb1,98
75,singleControl0,row,A,A,rangeProb1,65
75,singleControl1,column,B,A,rangeProb1,1
77,coordination1,row,A,B,rangeProb1,100
77,coordination0,row,A,A,rangeProb1,100
77,disjunctive0,row,A,A,rangeProb1,100
77,disjunctive3,column,B,B,rangeProb1,2
77,pd0,row,A,A,rangeProb1,99
77,pd3,column,B,B,rangeProb1,0
77,singleControl0,column,A,A,rangeProb1,99
77,singleControl1,row,A,B,rangeProb1,100
77,threat1,column,B,A,rangeProb1,24
77,threat0,column,A,A,rangeProb1,100
77,threat3,row,B,B,rangeProb1,1
78,disjunctive3,column,B,B,rangeProb1,49
78,disjunctive0,column,A,A,rangeProb1,54
78,pd3,row,B,B,rangeProb1,31
78,pd0,row,A,A,rangeProb1,71
78,coordination1,column,B,A,rangeProb1,51
78,coordination0,column,A,A,rangeProb1,50
78,threat1,column,B,A,rangeProb1,35
78,threat0,column,A,A,rangeProb1,100
78,threat3,column,B,B,rangeProb1,40
78,singleControl1,column,B,A,rangeProb1,0
78,singleControl0,column,A,A,rangeProb1,81
80,disjunctive0,row,A,A,rangeProb1,100
80,disjunctive3,column,B,B,rangeProb1,1
80,coordination1,column,B,A,rangeProb1,50
80,coordination0,row,A,A,rangeProb1,49
80,singleControl1,row,A,B,rangeProb1,99
80,singleControl0,column,A,A,rangeProb1,50
80,threat1,row,A,B,rangeProb1,58
80,threat0,column,A,A,rangeProb1,100
80,threat3,row,B,B,rangeProb1,0
80,pd0,row,A,A,rangeProb1,100
80,pd3,row,B,B,rangeProb1,23
83,threat0,column,A,A,rangeProb1,42
83,threat1,row,A,B,rangeProb1,37
83,threat3,column,B,B,rangeProb1,93
83,disjunctive3,column,B,B,rangeProb1,11
83,disjunctive0,row,A,A,rangeProb1,91
83,pd3,column,B,B,rangeProb1,29
83,pd0,column,A,A,rangeProb1,83
83,singleControl0,column,A,A,rangeProb1,96
83,singleControl1,row,A,B,rangeProb1,32
83,coordination0,row,A,A,rangeProb1,31
83,coordination1,column,B,A,rangeProb1,10
85,pd0,column,A,A,rangeProb1,93
85,pd3,column,B,B,rangeProb1,14
85,coordination1,row,A,B,rangeProb1,87
85,coordination0,row,A,A,rangeProb1,72
85,disjunctive0,row,A,A,rangeProb1,53
85,disjunctive3,row,B,B,rangeProb1,10
85,singleControl0,column,A,A,rangeProb1,82
85,singleControl1,column,B,A,rangeProb1,25
85,threat0,column,A,A,rangeProb1,89
85,threat1,column,B,A,rangeProb1,61
85,threat3,column,B,B,rangeProb1,64
86,threat1,column,B,A,rangeProb1,51
86,threat3,row,B,B,rangeProb1,7
86,threat0,row,A,A,rangeProb1,50
86,singleControl1,column,B,A,rangeProb1,11
86,singleControl0,row,A,A,rangeProb1,50
86,coordination0,row,A,A,rangeProb1,81
86,coordination1,column,B,A,rangeProb1,51
86,disjunctive0,row,A,A,rangeProb1,88
86,disjunctive3,column,B,B,rangeProb1,51
86,pd3,column,B,B,rangeProb1,28
86,pd0,column,A,A,rangeProb1,75
87,pd3,row,B,B,rangeProb1,11
87,pd0,row,A,A,rangeProb1,72
87,disjunctive3,row,B,B,rangeProb1,50
87,disjunctive0,row,A,A,rangeProb1,82
87,threat1,column,B,A,rangeProb1,20
87,threat3,row,B,B,rangeProb1,0
87,threat0,row,A,A,rangeProb1,100
87,singleControl0,column,A,A,rangeProb1,100
87,singleControl1,row,A,B,rangeProb1,50
87,coordination1,row,A,B,rangeProb1,50
87,coordination0,row,A,A,rangeProb1,50
88,threat0,column,A,A,rangeProb1,0
88,threat3,column,B,B,rangeProb1,20
88,threat1,row,A,B,rangeProb1,50
88,singleControl1,column,B,A,rangeProb1,0
88,singleControl0,row,A,A,rangeProb1,50
88,pd3,column,B,B,rangeProb1,39
88,pd0,column,A,A,rangeProb1,76
88,coordination0,column,A,A,rangeProb1,50
88,coordination1,column,B,A,rangeProb1,50
88,disjunctive0,column,A,A,rangeProb1,44
88,disjunctive3,column,B,B,rangeProb1,69
89,coordination0,column,A,A,rangeProb1,50
89,coordination1,column,B,A,rangeProb1,6
89,singleControl1,column,B,A,rangeProb1,24
89,singleControl0,column,A,A,rangeProb1,74
89,disjunctive0,column,A,A,rangeProb1,79
89,disjunctive3,column,B,B,rangeProb1,70
89,threat3,row,B,B,rangeProb1,97
89,threat0,column,A,A,rangeProb1,77
89,threat1,row,A,B,rangeProb1,79
89,pd3,column,B,B,rangeProb1,34
89,pd0,row,A,A,rangeProb1,91
91,threat3,row,B,B,rangeProb1,23
91,threat1,column,B,A,rangeProb1,73
91,threat0,row,A,A,rangeProb1,74
91,singleControl1,column,B,A,rangeProb1,13
91,singleControl0,column,A,A,rangeProb1,76
91,coordination1,row,A,B,rangeProb1,77
91,coordination0,column,A,A,rangeProb1,76
91,pd0,column,A,A,rangeProb1,93
91,pd3,row,B,B,rangeProb1,22
91,disjunctive3,column,B,B,rangeProb1,50
91,disjunctive0,column,A,A,rangeProb1,89
93,singleControl1,row,A,B,rangeProb1,76
93,singleControl0,row,A,A,rangeProb1,77
93,threat0,row,A,A,rangeProb1,84
93,threat1,column,B,A,rangeProb1,83
93,threat3,row,B,B,rangeProb1,65
93,disjunctive0,row,A,A,rangeProb1,100
93,disjunctive3,column,B,B,rangeProb1,16
93,pd0,row,A,A,rangeProb1,85
93,pd3,row,B,B,rangeProb1,8
93,coordination1,row,A,B,rangeProb1,44
93,coordination0,row,A,A,rangeProb1,64
94,coordination1,row,A,B,rangeProb1,74
94,coordination0,column,A,A,rangeProb1,62
94,threat0,row,A,A,rangeProb1,76
94,threat3,row,B,B,rangeProb1,8
94,threat1,row,A,B,rangeProb1,76
94,singleControl0,column,A,A,rangeProb1,87
94,singleControl1,column,B,A,rangeProb1,0
94,pd3,column,B,B,rangeProb1,21
94,pd0,column,A,A,rangeProb1,100
94,disjunctive3,row,B,B,rangeProb1,15
94,disjunctive0,row,A,A,rangeProb1,80
95,coordination0,row,A,A,rangeProb1,100
95,coordination1,row,A,B,rangeProb1,75
95,pd0,column,A,A,rangeProb1,76
95,pd3,column,B,B,rangeProb1,0
95,threat1,column,B,A,rangeProb1,71
95,threat0,column,A,A,rangeProb1,61
95,threat3,row,B,B,rangeProb1,32
95,disjunctive0,column,A,A,rangeProb1,96
95,disjunctive3,column,B,B,rangeProb1,1
95,singleControl1,column,B,A,rangeProb1,15
95,singleControl0,column,A,A,rangeProb1,84
96,coordination0,column,A,A,rangeProb1,49
96,coordination1,row,A,B,rangeProb1,50
96,threat3,column,B,B,rangeProb1,45
96,threat1,row,A,B,rangeProb1,50
96,threat0,row,A,A,rangeProb1,50
96,singleControl1,column,B,A,rangeProb1,9
96,singleControl0,row,A,A,rangeProb1,50
96,pd0,row,A,A,rangeProb1,86
96,pd3,column,B,B,rangeProb1,28
96,disjunctive3,row,B,B,rangeProb1,43
96,disjunctive0,column,A,A,rangeProb1,57
98,singleControl1,column,B,A,rangeProb1,9
98,singleControl0,column,A,A,rangeProb1,88
98,disjunctive3,row,B,B,rangeProb1,95
98,disjunctive0,column,A,A,rangeProb1,92
98,threat3,column,B,B,rangeProb1,52
98,threat0,column,A,A,rangeProb1,90
98,threat1,row,A,B,rangeProb1,99
98,coordination0,column,A,A,rangeProb1,96
98,coordination1,row,A,B,rangeProb1,96
98,pd0,row,A,A,rangeProb1,97
98,pd3,row,B,B,rangeProb1,83
99,coordination0,row,A,A,rangeProb1,100
99,coordination1,row,A,B,rangeProb1,100
99,threat3,row,B,B,rangeProb1,50
99,threat0,row,A,A,rangeProb1,11
99,threat1,column,B,A,rangeProb1,26
99,singleControl1,column,B,A,rangeProb1,0
99,singleControl0,column,A,A,rangeProb1,100
99,disjunctive0,row,A,A,rangeProb1,100
99,disjunctive3,row,B,B,rangeProb1,100
99,pd3,column,B,B,rangeProb1,0
99,pd0,row,A,A,rangeProb1,100
101,singleControl0,column,A,A,rangeProb1,84
101,singleControl1,column,B,A,rangeProb1,7
101,pd3,column,B,B,rangeProb1,7
101,pd0,row,A,A,rangeProb1,10
101,disjunctive3,row,B,B,rangeProb1,66
101,disjunctive0,column,A,A,rangeProb1,78
101,threat0,row,A,A,rangeProb1,59
101,threat1,row,A,B,rangeProb1,60
101,threat3,column,B,B,rangeProb1,45
101,coordination1,row,A,B,rangeProb1,61
101,coordination0,row,A,A,rangeProb1,59
102,singleControl0,column,A,A,rangeProb1,50
102,singleControl1,row,A,B,rangeProb1,90
102,pd0,column,A,A,rangeProb1,78
102,pd3,row,B,B,rangeProb1,28
102,disjunctive0,column,A,A,rangeProb1,98
102,disjunctive3,column,B,B,rangeProb1,98
102,coordination0,row,A,A,rangeProb1,94
102,coordination1,column,B,A,rangeProb1,43
102,threat3,column,B,B,rangeProb1,37
102,threat1,row,A,B,rangeProb1,36
102,threat0,column,A,A,rangeProb1,24
1,singleControl0,column,A,A,rangeProb2,73
1,singleControl1,row,A,B,rangeProb2,42
1,pd3,column,B,B,rangeProb2,58
1,pd0,column,A,A,rangeProb2,58
1,threat1,column,B,A,rangeProb2,63
1,threat0,column,A,A,rangeProb2,44
1,threat3,column,B,B,rangeProb2,55
1,disjunctive0,row,A,A,rangeProb2,60
1,disjunctive3,row,B,B,rangeProb2,55
1,coordination0,column,A,A,rangeProb2,59
1,coordination1,column,B,A,rangeProb2,51
2,pd0,row,A,A,rangeProb2,83
2,pd3,row,B,B,rangeProb2,71
2,threat3,row,B,B,rangeProb2,18
2,threat0,column,A,A,rangeProb2,61
2,threat1,column,B,A,rangeProb2,47
2,disjunctive0,column,A,A,rangeProb2,10
2,disjunctive3,column,B,B,rangeProb2,9
2,coordination1,column,B,A,rangeProb2,17
2,coordination0,column,A,A,rangeProb2,47
2,singleControl0,row,A,A,rangeProb2,70
2,singleControl1,column,B,A,rangeProb2,66
3,pd3,column,B,B,rangeProb2,6
3,pd0,column,A,A,rangeProb2,100
3,coordination0,row,A,A,rangeProb2,50
3,coordination1,column,B,A,rangeProb2,0
3,singleControl1,column,B,A,rangeProb2,0
3,singleControl0,column,A,A,rangeProb2,50
3,threat0,row,A,A,rangeProb2,100
3,threat3,row,B,B,rangeProb2,0
3,threat1,row,A,B,rangeProb2,49
3,disjunctive3,column,B,B,rangeProb2,0
3,disjunctive0,column,A,A,rangeProb2,50
4,pd0,column,A,A,rangeProb2,100
4,pd3,row,B,B,rangeProb2,76
4,singleControl0,column,A,A,rangeProb2,92
4,singleControl1,row,A,B,rangeProb2,21
4,threat0,column,A,A,rangeProb2,81
4,threat1,column,B,A,rangeProb2,80
4,threat3,column,B,B,rangeProb2,0
4,disjunctive0,column,A,A,rangeProb2,100
4,disjunctive3,column,B,B,rangeProb2,0
4,coordination0,row,A,A,rangeProb2,100
4,coordination1,column,B,A,rangeProb2,0
5,disjunctive0,column,A,A,rangeProb2,94
5,disjunctive3,row,B,B,rangeProb2,30
5,pd3,row,B,B,rangeProb2,58
5,pd0,column,A,A,rangeProb2,84
5,threat1,column,B,A,rangeProb2,52
5,threat0,row,A,A,rangeProb2,67
5,threat3,row,B,B,rangeProb2,14
5,coordination0,row,A,A,rangeProb2,49
5,coordination1,row,A,B,rangeProb2,1
5,singleControl1,column,B,A,rangeProb2,49
5,singleControl0,column,A,A,rangeProb2,92
7,threat1,column,B,A,rangeProb2,54
7,threat3,row,B,B,rangeProb2,47
7,threat0,row,A,A,rangeProb2,49
7,disjunctive0,column,A,A,rangeProb2,60
7,disjunctive3,column,B,B,rangeProb2,53
7,singleControl0,row,A,A,rangeProb2,57
7,singleControl1,row,A,B,rangeProb2,42
7,pd3,column,B,B,rangeProb2,52
7,pd0,column,A,A,rangeProb2,52
7,coordination0,row,A,A,rangeProb2,54
7,coordination1,column,B,A,rangeProb2,56
8,threat0,row,A,A,rangeProb2,100
8,threat3,row,B,B,rangeProb2,0
8,threat1,row,A,B,rangeProb2,51
8,coordination1,column,B,A,rangeProb2,12
8,coordination0,column,A,A,rangeProb2,49
8,singleControl1,row,A,B,rangeProb2,0
8,singleControl0,row,A,A,rangeProb2,90
8,pd3,column,B,B,rangeProb2,0
8,pd0,column,A,A,rangeProb2,100
8,disjunctive3,row,B,B,rangeProb2,0
8,disjunctive0,column,A,A,rangeProb2,55
9,pd0,row,A,A,rangeProb2,86
9,pd3,column,B,B,rangeProb2,29
9,disjunctive3,row,B,B,rangeProb2,25
9,disjunctive0,column,A,A,rangeProb2,66
9,threat0,column,A,A,rangeProb2,67
9,threat3,row,B,B,rangeProb2,93
9,threat1,row,A,B,rangeProb2,29
9,coordination0,row,A,A,rangeProb2,69
9,coordination1,row,A,B,rangeProb2,14
9,singleControl1,column,B,A,rangeProb2,24
9,singleControl0,column,A,A,rangeProb2,77
10,coordination1,row,A,B,rangeProb2,0
10,coordination0,column,A,A,rangeProb2,50
10,pd3,column,B,B,rangeProb2,49
10,pd0,row,A,A,rangeProb2,71
10,threat1,column,B,A,rangeProb2,50
10,threat0,row,A,A,rangeProb2,72
10,threat3,column,B,B,rangeProb2,10
10,disjunctive0,row,A,A,rangeProb2,50
10,disjunctive3,row,B,B,rangeProb2,0
10,singleControl0,column,A,A,rangeProb2,50
10,singleControl1,column,B,A,rangeProb2,51
11,pd3,column,B,B,rangeProb2,21
11,pd0,column,A,A,rangeProb2,90
11,disjunctive3,column,B,B,rangeProb2,76
11,disjunctive0,row,A,A,rangeProb2,88
11,threat0,row,A,A,rangeProb2,26
11,threat1,row,A,B,rangeProb2,77
11,threat3,row,B,B,rangeProb2,34
11,singleControl0,column,A,A,rangeProb2,68
11,singleControl1,row,A,B,rangeProb2,55
11,coordination0,row,A,A,rangeProb2,84
11,coordination1,row,A,B,rangeProb2,65
12,threat3,column,B,B,rangeProb2,79
12,threat1,row,A,B,rangeProb2,64
12,threat0,row,A,A,rangeProb2,90
12,disjunctive3,column,B,B,rangeProb2,17
12,disjunctive0,row,A,A,rangeProb2,79
12,coordination0,column,A,A,rangeProb2,73
12,coordination1,column,B,A,rangeProb2,2
12,singleControl0,column,A,A,rangeProb2,72
12,singleControl1,row,A,B,rangeProb2,15
12,pd0,column,A,A,rangeProb2,87
12,pd3,row,B,B,rangeProb2,57
13,pd0,column,A,A,rangeProb2,100
13,pd3,column,B,B,rangeProb2,2
13,disjunctive3,column,B,B,rangeProb2,0
13,disjunctive0,column,A,A,rangeProb2,100
13,coordination1,row,A,B,rangeProb2,6
13,coordination0,column,A,A,rangeProb2,100
13,singleControl1,row,A,B,rangeProb2,26
13,singleControl0,row,A,A,rangeProb2,92
13,threat1,column,B,A,rangeProb2,61
13,threat0,column,A,A,rangeProb2,100
13,threat3,column,B,B,rangeProb2,0
14,coordination1,column,B,A,rangeProb2,30
14,coordination0,row,A,A,rangeProb2,78
14,pd0,row,A,A,rangeProb2,90
14,pd3,column,B,B,rangeProb2,39
14,disjunctive3,row,B,B,rangeProb2,6
14,disjunctive0,row,A,A,rangeProb2,90
14,singleControl1,row,A,B,rangeProb2,97
14,singleControl0,column,A,A,rangeProb2,78
14,threat3,row,B,B,rangeProb2,4
14,threat0,column,A,A,rangeProb2,72
14,threat1,row,A,B,rangeProb2,36
15,singleControl0,row,A,A,rangeProb2,98
15,singleControl1,column,B,A,rangeProb2,88
15,threat0,column,A,A,rangeProb2,26
15,threat1,row,A,B,rangeProb2,77
15,threat3,column,B,B,rangeProb2,91
15,coordination0,row,A,A,rangeProb2,63
15,coordination1,column,B,A,rangeProb2,10
15,disjunctive3,column,B,B,rangeProb2,10
15,disjunctive0,column,A,A,rangeProb2,51
15,pd0,row,A,A,rangeProb2,100
15,pd3,column,B,B,rangeProb2,60
16,threat1,row,A,B,rangeProb2,50
16,threat0,row,A,A,rangeProb2,100
16,threat3,row,B,B,rangeProb2,0
16,pd3,column,B,B,rangeProb2,0
16,pd0,row,A,A,rangeProb2,100
16,singleControl0,row,A,A,rangeProb2,100
16,singleControl1,row,A,B,rangeProb2,0
16,disjunctive3,row,B,B,rangeProb2,0
16,disjunctive0,column,A,A,rangeProb2,51
16,coordination1,column,B,A,rangeProb2,0
16,coordination0,column,A,A,rangeProb2,83
17,pd0,column,A,A,rangeProb2,67
17,pd3,column,B,B,rangeProb2,34
17,coordination1,column,B,A,rangeProb2,50
17,coordination0,row,A,A,rangeProb2,50
17,disjunctive0,column,A,A,rangeProb2,50
17,disjunctive3,row,B,B,rangeProb2,35
17,singleControl0,column,A,A,rangeProb2,96
17,singleControl1,column,B,A,rangeProb2,26
17,threat3,column,B,B,rangeProb2,10
17,threat1,column,B,A,rangeProb2,62
17,threat0,column,A,A,rangeProb2,91
18,threat1,column,B,A,rangeProb2,76
18,threat0,row,A,A,rangeProb2,90
18,threat3,row,B,B,rangeProb2,12
18,pd3,row,B,B,rangeProb2,11
18,pd0,row,A,A,rangeProb2,100
18,singleControl1,column,B,A,rangeProb2,87
18,singleControl0,row,A,A,rangeProb2,88
18,disjunctive3,column,B,B,rangeProb2,0
18,disjunctive0,row,A,A,rangeProb2,100
18,coordination1,row,A,B,rangeProb2,0
18,coordination0,column,A,A,rangeProb2,85
19,threat3,column,B,B,rangeProb2,0
19,threat0,column,A,A,rangeProb2,76
19,threat1,row,A,B,rangeProb2,43
19,singleControl0,column,A,A,rangeProb2,67
19,singleControl1,row,A,B,rangeProb2,0
19,pd0,row,A,A,rangeProb2,100
19,pd3,column,B,B,rangeProb2,17
19,coordination1,row,A,B,rangeProb2,0
19,coordination0,row,A,A,rangeProb2,72
19,disjunctive3,column,B,B,rangeProb2,0
19,disjunctive0,row,A,A,rangeProb2,44
20,pd3,column,B,B,rangeProb2,7
20,pd0,column,A,A,rangeProb2,100
20,singleControl1,row,A,B,rangeProb2,0
20,singleControl0,row,A,A,rangeProb2,71
20,disjunctive3,column,B,B,rangeProb2,0
20,disjunctive0,row,A,A,rangeProb2,51
20,coordination1,column,B,A,rangeProb2,1
20,coordination0,column,A,A,rangeProb2,58
20,threat0,column,A,A,rangeProb2,100
20,threat1,column,B,A,rangeProb2,50
20,threat3,column,B,B,rangeProb2,0
22,disjunctive0,column,A,A,rangeProb2,61
22,disjunctive3,column,B,B,rangeProb2,2
22,singleControl1,row,A,B,rangeProb2,50
22,singleControl0,row,A,A,rangeProb2,50
22,pd0,row,A,A,rangeProb2,35
22,pd3,column,B,B,rangeProb2,50
22,coordination1,column,B,A,rangeProb2,50
22,coordination0,row,A,A,rangeProb2,50
22,threat3,row,B,B,rangeProb2,50
22,threat0,row,A,A,rangeProb2,50
22,threat1,row,A,B,rangeProb2,50
23,coordination1,row,A,B,rangeProb2,2
23,coordination0,column,A,A,rangeProb2,95
23,threat0,column,A,A,rangeProb2,57
23,threat3,row,B,B,rangeProb2,7
23,threat1,column,B,A,rangeProb2,53
23,pd0,row,A,A,rangeProb2,94
23,pd3,column,B,B,rangeProb2,9
23,singleControl1,row,A,B,rangeProb2,5
23,singleControl0,column,A,A,rangeProb2,94
23,disjunctive3,column,B,B,rangeProb2,4
23,disjunctive0,column,A,A,rangeProb2,66
24,coordination1,row,A,B,rangeProb2,0
24,coordination0,column,A,A,rangeProb2,100
24,disjunctive3,row,B,B,rangeProb2,0
24,disjunctive0,column,A,A,rangeProb2,100
24,pd0,row,A,A,rangeProb2,100
24,pd3,column,B,B,rangeProb2,50
24,threat3,row,B,B,rangeProb2,50
24,threat1,row,A,B,rangeProb2,50
24,threat0,column,A,A,rangeProb2,100
24,singleControl1,row,A,B,rangeProb2,0
24,singleControl0,column,A,A,rangeProb2,100
25,pd3,row,B,B,rangeProb2,86
25,pd0,row,A,A,rangeProb2,88
25,threat0,row,A,A,rangeProb2,90
25,threat1,row,A,B,rangeProb2,50
25,threat3,column,B,B,rangeProb2,50
25,coordination1,row,A,B,rangeProb2,50
25,coordination0,column,A,A,rangeProb2,77
25,disjunctive0,column,A,A,rangeProb2,83
25,disjunctive3,row,B,B,rangeProb2,10
25,singleControl1,row,A,B,rangeProb2,7
25,singleControl0,column,A,A,rangeProb2,76
26,singleControl0,row,A,A,rangeProb2,74
26,singleControl1,row,A,B,rangeProb2,43
26,threat0,row,A,A,rangeProb2,37
26,threat1,row,A,B,rangeProb2,39
26,threat3,row,B,B,rangeProb2,47
26,disjunctive3,row,B,B,rangeProb2,10
26,disjunctive0,column,A,A,rangeProb2,100
26,pd3,row,B,B,rangeProb2,87
26,pd0,column,A,A,rangeProb2,91
26,coordination1,column,B,A,rangeProb2,0
26,coordination0,row,A,A,rangeProb2,79
27,singleControl0,row,A,A,rangeProb2,90
27,singleControl1,column,B,A,rangeProb2,12
27,pd0,column,A,A,rangeProb2,94
27,pd3,column,B,B,rangeProb2,10
27,coordination1,row,A,B,rangeProb2,43
27,coordination0,column,A,A,rangeProb2,99
27,disjunctive0,row,A,A,rangeProb2,94
27,disjunctive3,column,B,B,rangeProb2,94
27,threat0,row,A,A,rangeProb2,50
27,threat3,row,B,B,rangeProb2,54
27,threat1,row,A,B,rangeProb2,53
28,disjunctive3,row,B,B,rangeProb2,0
28,disjunctive0,column,A,A,rangeProb2,100
28,pd0,row,A,A,rangeProb2,100
28,pd3,row,B,B,rangeProb2,98
28,coordination1,column,B,A,rangeProb2,0
28,coordination0,row,A,A,rangeProb2,100
28,threat1,column,B,A,rangeProb2,69
28,threat0,column,A,A,rangeProb2,60
28,threat3,row,B,B,rangeProb2,0
28,singleControl0,column,A,A,rangeProb2,100
28,singleControl1,row,A,B,rangeProb2,0
29,pd0,row,A,A,rangeProb2,96
29,pd3,column,B,B,rangeProb2,9
29,coordination0,row,A,A,rangeProb2,59
29,coordination1,row,A,B,rangeProb2,0
29,disjunctive3,column,B,B,rangeProb2,0
29,disjunctive0,row,A,A,rangeProb2,50
29,singleControl0,column,A,A,rangeProb2,92
29,singleControl1,column,B,A,rangeProb2,0
29,threat1,column,B,A,rangeProb2,41
29,threat0,column,A,A,rangeProb2,93
29,threat3,row,B,B,rangeProb2,0
30,singleControl1,row,A,B,rangeProb2,10
30,singleControl0,column,A,A,rangeProb2,97
30,threat0,row,A,A,rangeProb2,95
30,threat1,row,A,B,rangeProb2,63
30,threat3,row,B,B,rangeProb2,10
30,disjunctive0,column,A,A,rangeProb2,98
30,disjunctive3,column,B,B,rangeProb2,3
30,pd3,column,B,B,rangeProb2,53
30,pd0,column,A,A,rangeProb2,94
30,coordination0,row,A,A,rangeProb2,96
30,coordination1,column,B,A,rangeProb2,12
31,threat3,row,B,B,rangeProb2,5
31,threat0,row,A,A,rangeProb2,100
31,threat1,row,A,B,rangeProb2,24
31,coordination1,column,B,A,rangeProb2,5
31,coordination0,column,A,A,rangeProb2,90
31,singleControl1,column,B,A,rangeProb2,82
31,singleControl0,row,A,A,rangeProb2,100
31,pd0,row,A,A,rangeProb2,98
31,pd3,row,B,B,rangeProb2,35
31,disjunctive0,column,A,A,rangeProb2,99
31,disjunctive3,row,B,B,rangeProb2,10
32,disjunctive0,row,A,A,rangeProb2,100
32,disjunctive3,row,B,B,rangeProb2,3
32,pd3,column,B,B,rangeProb2,55
32,pd0,row,A,A,rangeProb2,100
32,coordination0,column,A,A,rangeProb2,85
32,coordination1,column,B,A,rangeProb2,0
32,singleControl0,column,A,A,rangeProb2,99
32,singleControl1,column,B,A,rangeProb2,0
32,threat1,row,A,B,rangeProb2,79
32,threat0,row,A,A,rangeProb2,100
32,threat3,column,B,B,rangeProb2,43
33,pd3,column,B,B,rangeProb2,27
33,pd0,row,A,A,rangeProb2,94
33,singleControl0,row,A,A,rangeProb2,87
33,singleControl1,column,B,A,rangeProb2,50
33,coordination0,column,A,A,rangeProb2,96
33,coordination1,column,B,A,rangeProb2,56
33,threat1,column,B,A,rangeProb2,35
33,threat3,column,B,B,rangeProb2,64
33,threat0,column,A,A,rangeProb2,58
33,disjunctive3,column,B,B,rangeProb2,17
33,disjunctive0,row,A,A,rangeProb2,100
34,coordination0,column,A,A,rangeProb2,85
34,coordination1,row,A,B,rangeProb2,37
34,singleControl1,row,A,B,rangeProb2,54
34,singleControl0,column,A,A,rangeProb2,61
34,threat3,column,B,B,rangeProb2,57
34,threat0,column,A,A,rangeProb2,53
34,threat1,row,A,B,rangeProb2,54
34,disjunctive0,column,A,A,rangeProb2,56
34,disjunctive3,column,B,B,rangeProb2,36
34,pd0,row,A,A,rangeProb2,72
34,pd3,row,B,B,rangeProb2,55
35,singleControl0,column,A,A,rangeProb2,100
35,singleControl1,row,A,B,rangeProb2,32
35,coordination1,column,B,A,rangeProb2,76
35,coordination0,row,A,A,rangeProb2,100
35,disjunctive3,column,B,B,rangeProb2,4
35,disjunctive0,row,A,A,rangeProb2,100
35,threat3,row,B,B,rangeProb2,0
35,threat0,row,A,A,rangeProb2,57
35,threat1,row,A,B,rangeProb2,32
35,pd3,column,B,B,rangeProb2,47
35,pd0,row,A,A,rangeProb2,99
36,coordination1,row,A,B,rangeProb2,2
36,coordination0,row,A,A,rangeProb2,93
36,disjunctive3,column,B,B,rangeProb2,9
36,disjunctive0,row,A,A,rangeProb2,93
36,singleControl0,row,A,A,rangeProb2,91
